main_category,currency,deadline,usd_pledged_real
Games,USD,30/03/2015,28399.0
Music,USD,15/10/2012,900.11
Crafts,USD,02/12/2016,11459.0
Games,USD,26/04/2017,862.0
Comics,USD,29/04/2013,3847.39
Journalism,USD,19/02/2017,5877.0
Publishing,USD,01/06/2012,4082.0
Music,USD,19/09/2010,5237.88
Design,USD,24/06/2014,50140.01
Publishing,USD,24/04/2016,30230.0
Film & Video,USD,09/11/2011,16159.0
Design,USD,02/07/2015,16397.0
Publishing,GBP,14/02/2015,192.95
Food,USD,09/01/2016,25264.0
Technology,USD,08/12/2012,39473.14
Music,USD,06/01/2017,3546.0
Publishing,USD,02/05/2015,725.0
Film & Video,USD,14/03/2013,525.0
Film & Video,USD,25/09/2011,3000.0
Film & Video,USD,28/02/2011,9661.0
Music,USD,10/01/2013,2580.0
Music,USD,13/02/2012,1601.11
Comics,USD,23/04/2012,8600.0
Food,NOK,04/05/2016,28121.59
Technology,USD,28/06/2012,65346.0
Food,USD,13/08/2015,5312.0
Theater,USD,01/10/2013,2465.0
Art,USD,25/05/2010,1064.0
Film & Video,USD,21/03/2010,5281.0
Film & Video,USD,14/11/2013,1700.0
Design,AUD,29/10/2015,11970.37
Art,USD,25/03/2016,21441.0
Design,GBP,16/06/2014,257.28
Design,EUR,20/07/2017,37169.37
Film & Video,USD,18/06/2013,1480.0
Music,USD,06/02/2015,4608.0
Music,USD,01/05/2016,30586.0
Film & Video,USD,13/01/2012,6523.0
Comics,CAD,19/10/2017,1215.38
Games,USD,17/09/2015,14939.0
Publishing,USD,20/12/2013,14051.11
Publishing,USD,02/11/2016,4603.0
Food,USD,08/08/2015,515.0
Games,USD,20/11/2015,42469.0
Music,USD,04/04/2013,3197.0
Publishing,GBP,21/11/2013,3549.97
Games,USD,04/11/2014,35317.0
Music,USD,20/09/2010,8581.24
Film & Video,MXN,17/06/2017,465.56
Games,USD,06/09/2013,8585.82
Art,USD,24/07/2012,6060.01
Music,USD,18/03/2013,1500.0
Music,USD,03/04/2014,1128.0
Fashion,USD,24/07/2015,5530.0
Food,USD,22/03/2014,7052.38
Comics,USD,09/05/2017,3030.0
Design,USD,23/11/2017,1852.0
Film & Video,USD,11/05/2014,4086.01
Film & Video,USD,15/06/2010,1600.0
Art,USD,12/12/2012,1500.0
Music,USD,28/11/2014,27620.0
Art,USD,20/05/2011,836.33
Art,USD,03/07/2012,1225.0
Art,USD,27/12/2016,1930.0
Games,CAD,11/09/2017,3108.68
Film & Video,USD,18/11/2015,32942.0
Publishing,USD,01/07/2013,366.0
Music,USD,19/08/2014,9002.0
Food,USD,30/10/2015,21388.0
Theater,GBP,07/07/2017,6260.08
Dance,USD,16/06/2013,5291.5
Comics,CAD,22/09/2016,1006.75
Publishing,USD,13/05/2017,615.0
Games,USD,05/11/2015,31748.0
Publishing,GBP,14/10/2017,11907.27
Photography,GBP,19/04/2013,6417.79
Publishing,USD,01/07/2017,4645.0
Film & Video,USD,10/10/2011,4382.0
Music,EUR,25/07/2014,94.08
Music,GBP,16/07/2017,3904.07
Film & Video,USD,03/07/2015,1435.0
Comics,USD,11/01/2014,5410.0
Food,AUD,25/09/2016,38.07
Music,USD,03/07/2014,25391.26
Film & Video,USD,05/10/2013,21965.41
Food,GBP,14/10/2014,980.06
Design,USD,17/12/2016,501612.0
Games,USD,11/02/2012,10872.79
Film & Video,USD,23/07/2014,20491.01
Film & Video,USD,30/09/2013,27846.0
Food,USD,09/04/2017,8821.77
Film & Video,USD,04/03/2011,2000.0
Fashion,GBP,16/01/2016,3168.24
Publishing,USD,13/06/2013,3105.0
Fashion,USD,19/10/2017,607.0
Music,USD,04/06/2010,787.0
Fashion,USD,24/08/2013,2030.4
Theater,GBP,29/03/2015,16378.25
Photography,USD,16/08/2015,1591.0
Music,USD,05/10/2014,797.0
Film & Video,USD,12/03/2017,325.0
Design,USD,03/11/2016,16067.69
Photography,USD,31/12/2011,6911.0
Publishing,GBP,27/05/2013,22940.32
Design,USD,20/04/2013,8576.0
Film & Video,USD,19/12/2013,3500.99
Games,USD,17/08/2017,2366.0
Music,USD,28/09/2014,4368.33
Music,USD,16/09/2015,6912.0
Design,USD,27/11/2017,21415.0
Games,GBP,06/09/2017,44735.59
Film & Video,USD,19/12/2012,1525.0
Film & Video,USD,03/10/2013,4631.0
Games,NZD,19/08/2015,15297.41
Film & Video,USD,24/09/2011,1903.0
Film & Video,GBP,31/07/2013,507.61
Art,USD,08/04/2012,5052.0
Film & Video,GBP,06/10/2013,16485.31
Publishing,AUD,02/11/2017,79002.81
Music,USD,27/04/2013,11315.66
Film & Video,USD,24/11/2015,7749.0
Music,USD,20/04/2012,1525.34
Art,USD,21/06/2013,12527.0
Film & Video,USD,25/04/2014,10056.0
Games,USD,05/10/2015,2578.0
Music,USD,29/09/2016,3264.0
Games,USD,03/04/2017,4479.0
Publishing,USD,02/04/2017,2884.42
Games,USD,22/12/2015,1313.0
Photography,USD,13/06/2016,3075.0
Art,USD,28/05/2012,1451.0
Design,USD,03/11/2016,560785.5
Film & Video,USD,01/07/2015,5662.0
Film & Video,USD,28/07/2011,19631.22
Film & Video,USD,25/09/2009,4100.0
Food,USD,06/09/2017,10200.0
Music,USD,08/03/2011,2835.0
Food,USD,29/05/2015,20987.0
Comics,USD,31/05/2014,3095.0
Film & Video,USD,10/11/2012,10001.0
Film & Video,USD,23/03/2015,635.0
Games,USD,08/12/2016,12730.0
Food,USD,11/05/2013,2910.0
Music,CAD,28/03/2017,1278.57
Publishing,USD,26/06/2011,2696.0
Music,USD,20/04/2012,5113.0
Fashion,USD,03/12/2017,26245.0
Publishing,USD,03/09/2015,3640.0
Publishing,USD,26/04/2017,6509.0
Design,USD,21/10/2015,26349.0
Film & Video,USD,27/06/2011,4250.0
Film & Video,USD,28/02/2016,12103.07
Music,USD,23/04/2017,4930.0
Design,GBP,28/12/2017,112750.92
Dance,USD,16/09/2012,9089.58
Publishing,USD,01/10/2014,12023.0
Theater,GBP,03/09/2017,2365.28
Art,USD,08/01/2012,1500.0
Art,USD,04/02/2013,1130.0
Design,USD,28/12/2015,55867.0
Film & Video,USD,03/07/2016,20639.0
Music,USD,02/12/2017,5084.0
Games,USD,06/04/2013,22151.66
Design,USD,13/01/2017,311730.42
Games,GBP,25/06/2017,4189.32
Games,USD,28/11/2015,2935.0
Art,GBP,08/04/2013,3453.1
Comics,USD,21/12/2017,5928.0
Technology,USD,27/11/2014,95399.0
Design,USD,22/02/2017,1050.0
Music,USD,14/10/2010,4065.69
Games,USD,31/08/2014,19801.5
Fashion,USD,26/06/2012,6555.0
Comics,USD,28/06/2013,9846.0
Publishing,USD,06/12/2015,200.0
Music,USD,26/05/2016,5170.0
Film & Video,USD,30/06/2013,5070.0
Games,USD,15/05/2013,7102.5
Music,USD,01/11/2010,4154.8
Theater,USD,24/06/2014,6990.0
Food,CAD,31/12/2015,40199.51
Technology,USD,28/03/2017,3665.0
Art,USD,13/05/2011,2431.0
Design,USD,23/07/2013,20604.02
Music,USD,13/12/2012,1140.0
Music,USD,25/08/2015,4617.0
Art,USD,05/10/2017,1500.0
Film & Video,CAD,14/09/2014,45051.92
Music,USD,02/01/2013,4414.0
Music,USD,01/08/2011,1100.0
Film & Video,GBP,15/11/2014,1576.08
Art,GBP,21/07/2014,153812.96
Dance,USD,19/10/2015,6591.0
Music,USD,08/03/2017,8202.0
Music,USD,16/05/2011,8195.0
Music,USD,01/05/2017,15973.0
Music,USD,11/10/2013,1275.0
Games,EUR,10/09/2017,12500.15
Music,USD,15/02/2013,14804.71
Music,GBP,08/03/2016,6207.12
Design,USD,23/08/2016,22167.0
Games,USD,01/12/2016,16423.0
Journalism,USD,09/06/2015,1125.0
Music,USD,27/02/2013,679.0
Music,USD,23/01/2015,5088.0
Comics,USD,20/09/2012,1755.0
Music,USD,12/11/2015,15125.0
Games,USD,08/07/2014,29730.0
Fashion,USD,31/10/2014,1225.0
Art,USD,01/03/2017,550.0
Publishing,USD,25/11/2012,3106.0
Film & Video,USD,20/07/2012,51237.19
Film & Video,USD,15/05/2015,27149.0
Comics,USD,07/04/2016,2774.0
Film & Video,USD,26/07/2013,3810.0
Design,USD,20/09/2017,19484.0
Art,USD,16/04/2013,5192.13
Music,USD,14/06/2012,455.0
Film & Video,USD,12/10/2011,10050.0
Music,USD,10/11/2013,4408.0
Music,USD,17/12/2011,2175.0
Comics,USD,02/03/2011,2075.0
Art,USD,04/04/2011,3235.67
Film & Video,USD,09/08/2012,104701.12
Dance,USD,08/11/2014,2191.0
Theater,USD,14/03/2014,1787.0
Food,USD,27/08/2015,1085.0
Publishing,USD,18/04/2014,38890.36
Art,USD,29/04/2014,2225.0
Crafts,USD,13/08/2014,2992.0
Technology,USD,30/03/2015,120249.0
Technology,USD,13/04/2017,2075.0
Photography,USD,23/06/2013,292.0
Publishing,USD,05/06/2014,560.0
Design,USD,28/03/2017,31448.5
Publishing,GBP,04/09/2016,1094.04
Publishing,CAD,08/10/2017,818.47
Technology,USD,19/05/2017,29273.5
Film & Video,GBP,01/01/2015,7477.46
Fashion,DKK,01/07/2015,11154.41
Music,USD,20/07/2011,4921.0
Film & Video,USD,19/05/2017,8335.0
Music,USD,31/05/2011,1273.0
Technology,AUD,17/01/2016,18768.8
Publishing,USD,09/11/2012,2170.0
Games,USD,06/11/2014,1585.0
Art,USD,18/08/2012,11513.0
Film & Video,USD,16/05/2013,15095.0
Design,GBP,25/08/2016,40782.97
Crafts,CAD,02/03/2016,2824.99
Technology,USD,16/07/2014,128181.89
Games,USD,12/10/2013,5066.72
Games,USD,03/11/2014,9148.0
Comics,USD,01/07/2013,26759.0
Publishing,USD,04/07/2012,1540.0
Film & Video,USD,16/12/2010,5171.0
Music,USD,23/03/2013,11386.0
Art,EUR,01/10/2016,4832.51
Dance,USD,30/04/2013,1297.0
Film & Video,USD,29/07/2011,15270.11
Comics,USD,09/06/2014,3077.0
Comics,GBP,07/11/2017,987.76
Food,USD,15/12/2016,25130.0
Theater,GBP,28/10/2013,161.16
Fashion,CHF,10/07/2016,34883.55
Art,USD,12/06/2012,6687.0
Art,USD,28/10/2012,300.0
Art,USD,25/12/2010,6815.0
Theater,USD,23/06/2013,1023.0
Publishing,USD,01/07/2017,8131.0
Art,GBP,16/10/2016,5640.46
Design,USD,12/08/2014,2058.0
Comics,USD,14/10/2015,3870.0
Art,USD,17/03/2014,3592.0
Theater,USD,15/04/2017,3659.0
Fashion,CAD,18/01/2014,7614.36
Music,CAD,05/02/2015,7869.22
Film & Video,GBP,04/12/2014,20536.31
Music,USD,16/11/2013,5364.0
Art,USD,22/09/2010,2970.0
Publishing,USD,30/10/2009,1495.0
Film & Video,USD,23/03/2014,555.0
Theater,GBP,29/05/2013,3613.93
Art,USD,17/10/2014,445.0
Film & Video,USD,10/05/2014,16001.0
Film & Video,USD,31/07/2014,13330.0
Music,USD,16/03/2012,2514.83
Publishing,USD,31/08/2012,10311.0
Comics,USD,30/08/2014,11355.01
Film & Video,USD,23/10/2013,10791.38
Music,SEK,30/04/2017,924.5
Music,USD,12/09/2012,4390.21
Publishing,USD,01/03/2012,5686.0
Publishing,USD,23/06/2011,1027.0
Music,GBP,14/03/2015,31518.28
Film & Video,USD,14/03/2013,3035.0
Publishing,USD,18/03/2016,25855.0
Comics,USD,18/08/2016,3584.0
Games,USD,03/08/2013,43155.01
Film & Video,USD,20/07/2017,27080.0
Photography,USD,21/10/2014,6856.0
Art,USD,24/07/2011,3801.0
Art,USD,09/09/2017,5192.0
Games,USD,09/11/2017,26126.0
Publishing,USD,09/08/2014,5294.0
Film & Video,USD,06/01/2017,890.0
Food,USD,06/09/2016,5209.0
Film & Video,USD,20/03/2015,629.0
Food,USD,05/07/2014,89300.22
Art,USD,27/07/2012,2075.0
Music,USD,02/07/2014,13065.66
Film & Video,USD,12/05/2013,30123.0
Photography,GBP,15/11/2015,1703.06
Film & Video,GBP,20/10/2017,1384.57
Games,GBP,05/04/2016,8129.24
Theater,USD,08/07/2012,660.0
Art,USD,12/01/2012,10601.0
Theater,USD,10/09/2013,4135.0
Music,USD,30/04/2012,16231.22
Theater,USD,16/06/2016,875.0
Art,USD,24/03/2012,773.0
Film & Video,USD,11/05/2012,4575.02
Theater,USD,02/04/2014,5177.0
Photography,USD,08/10/2014,201.0
Art,USD,05/08/2016,1113.0
Comics,USD,01/07/2015,3200.0
Games,USD,03/11/2014,76525.55
Film & Video,USD,10/08/2013,1600.0
Games,USD,26/11/2017,4641.0
Crafts,USD,27/08/2014,375.0
Music,USD,23/05/2011,400.0
Design,GBP,04/05/2016,35707.14
Music,USD,21/07/2013,11415.44
Publishing,USD,24/04/2015,7775.0
Design,GBP,31/10/2014,3399.87
Music,USD,03/09/2012,6331.0
Art,USD,01/09/2014,10848.66
Music,USD,16/07/2015,30828.0
Film & Video,USD,27/07/2016,4367.0
Design,GBP,08/11/2016,14947.72
Film & Video,USD,17/08/2010,7122.0
Design,USD,19/09/2016,187849.0
Music,DKK,27/12/2015,2232.81
Dance,USD,19/01/2012,2287.0
Theater,USD,25/08/2011,794.58
Music,USD,21/08/2014,4320.0
Film & Video,USD,25/08/2012,2945.0
Music,USD,25/07/2011,3224.0
Design,USD,03/05/2013,29041.0
Comics,USD,24/01/2012,5566.23
Film & Video,USD,09/05/2014,16276.0
Dance,EUR,16/01/2015,1935.2
Film & Video,USD,10/10/2013,55223.0
Film & Video,USD,30/06/2012,6510.0
Art,USD,19/03/2013,4570.06
Comics,USD,02/10/2017,4208.0
Music,USD,21/08/2012,10412.0
Art,EUR,16/10/2015,18964.42
Music,USD,16/07/2012,8792.0
Food,USD,12/09/2014,3408.5
Art,USD,02/11/2015,5146.0
Theater,USD,20/06/2014,7575.0
Music,USD,21/06/2011,3805.0
Music,USD,14/05/2013,2313.0
Publishing,USD,15/12/2013,22706.0
Film & Video,USD,20/04/2011,3035.0
Comics,USD,30/01/2017,2204.0
Fashion,USD,28/12/2014,105270.0
Music,USD,22/02/2012,1810.0
Publishing,USD,24/07/2016,8251.0
Music,USD,08/06/2013,1590.0
Technology,USD,04/05/2014,3414.0
Music,USD,24/10/2012,100.0
Games,AUD,31/08/2017,114997.62
Photography,USD,28/06/2012,13037.73
Film & Video,USD,09/05/2013,18061.0
Music,USD,10/04/2012,6950.0
Food,USD,25/08/2014,215.0
Art,USD,16/02/2012,3225.0
Design,USD,02/02/2013,9126.88
Art,USD,20/02/2013,4696.0
Technology,CAD,05/04/2017,3456.12
Games,GBP,18/12/2017,31453.25
Publishing,USD,21/05/2014,15529.0
Publishing,USD,20/12/2017,2924.0
Music,USD,25/05/2013,31142.69
Food,USD,22/04/2017,5580.0
Music,USD,16/09/2015,3801.0
Design,USD,27/07/2012,168020.03
Publishing,USD,10/11/2014,7437.5
Comics,USD,18/11/2015,22791.0
Art,USD,02/12/2015,1560.0
Games,USD,10/03/2014,42292.0
Film & Video,USD,30/01/2014,13025.0
Music,USD,28/01/2013,3235.0
Music,USD,12/05/2013,4440.0
Music,USD,25/05/2013,3090.0
Technology,USD,02/12/2014,21212.0
Food,USD,19/09/2014,1000.0
Art,USD,02/11/2012,5095.0
Design,USD,01/06/2015,28168.0
Film & Video,USD,29/06/2016,3010.0
Technology,USD,30/04/2014,77474.74
Film & Video,USD,27/08/2013,9087.0
Music,USD,14/02/2012,2766.0
Publishing,USD,16/10/2017,6824.0
Art,USD,11/04/2013,3787.0
Crafts,USD,25/08/2016,19025.23
Music,GBP,09/03/2014,3677.4
Film & Video,USD,19/06/2012,4623.19
Film & Video,USD,01/07/2013,4244.0
Dance,USD,21/06/2012,5816.0
Film & Video,USD,21/06/2013,7651.0
Music,USD,22/12/2011,2157.0
Music,USD,17/10/2015,30395.01
Comics,USD,24/02/2017,1670.0
Technology,USD,21/04/2014,205121.59
Fashion,USD,27/07/2014,2350.0
Film & Video,USD,14/11/2016,29594.0
Games,USD,01/05/2015,97197.11
Music,USD,03/08/2012,680.0
Photography,USD,30/06/2013,650.0
Games,USD,31/08/2014,185322.67
Games,USD,04/07/2014,15060.0
Art,USD,23/04/2016,10892.0
Games,USD,11/08/2013,16057.0
Film & Video,CAD,11/11/2015,2157.08
Technology,USD,19/09/2011,69404.13
Art,USD,27/07/2017,10249.0
Design,USD,22/06/2015,38668.0
Technology,USD,17/11/2017,355212.0
Film & Video,CAD,15/09/2016,8411.24
Fashion,USD,03/02/2012,5743.51
Design,USD,24/04/2016,24836.9
Film & Video,USD,17/04/2010,1270.0
Art,USD,10/03/2011,875.0
Music,USD,20/03/2011,3706.0
Theater,USD,26/04/2012,4025.0
Music,USD,01/03/2015,4634.0
Film & Video,USD,15/11/2013,18503.0
Photography,USD,23/01/2016,866.0
Theater,USD,02/05/2010,2225.0
Games,USD,02/08/2014,2585.0
Music,USD,22/04/2012,5473.0
Fashion,SEK,21/12/2017,869.94
Music,USD,03/09/2017,20920.0
Music,USD,29/09/2013,1590.0
Games,CAD,12/08/2016,840.85
Film & Video,USD,29/12/2009,3034.74
Dance,CAD,06/09/2014,10661.9
Film & Video,USD,17/11/2012,1500.0
Music,CAD,09/12/2013,30449.55
Design,USD,29/04/2013,39217.0
Music,USD,09/11/2012,7890.0
Film & Video,USD,03/06/2012,5915.5
Games,USD,18/02/2013,52616.0
Games,USD,21/12/2013,20472.0
Design,USD,12/06/2015,10611.0
Food,USD,09/08/2014,500.0
Theater,SGD,14/12/2016,6322.5
Music,USD,15/11/2017,5695.71
Crafts,USD,21/06/2017,8878.0
Film & Video,USD,05/09/2015,6930.0
Comics,GBP,30/10/2014,3024.59
Photography,USD,13/09/2012,4163.0
Fashion,USD,03/01/2013,30769.0
Film & Video,USD,04/04/2014,1767.0
Design,USD,02/06/2013,56045.0
Film & Video,USD,24/05/2011,16346.0
Publishing,USD,05/09/2016,1670.0
Film & Video,USD,03/07/2010,3487.0
Games,USD,06/10/2017,12020.0
Crafts,GBP,25/04/2016,447.2
Music,USD,01/09/2011,11665.0
Fashion,GBP,07/09/2017,355.45
Film & Video,USD,16/11/2012,3000.0
Technology,USD,09/09/2017,5139.77
Art,USD,08/09/2015,23317.0
Crafts,USD,27/04/2013,515.0
Music,CAD,26/07/2017,2289.72
Food,USD,01/02/2015,5083.0
Film & Video,GBP,02/09/2013,6246.88
Fashion,GBP,27/09/2015,6066.86
Games,USD,01/04/2016,76498.0
Music,USD,04/10/2013,3709.0
Design,EUR,08/08/2014,41054.17
Art,USD,27/07/2013,11371.0
Music,CAD,16/11/2015,837.53
Music,USD,03/06/2011,525.0
Dance,USD,06/04/2014,2626.61
Film & Video,MXN,08/05/2017,952.53
Music,GBP,31/05/2014,2392.57
Music,USD,08/08/2012,610.0
Comics,USD,13/04/2015,7668.0
Food,USD,30/09/2017,27643.66
Film & Video,USD,26/04/2015,167.0
Publishing,USD,22/09/2016,679.0
Art,USD,18/04/2010,2570.0
Music,USD,14/05/2016,1500.0
Film & Video,USD,11/11/2017,1534.0
Film & Video,GBP,24/03/2014,2844.26
Food,USD,14/10/2016,20772.0
Music,USD,29/12/2011,3626.25
Fashion,GBP,04/04/2014,11656.7
Music,USD,16/11/2011,1135.0
Publishing,USD,29/04/2016,12100.0
Games,EUR,10/09/2015,9449.33
Food,EUR,05/01/2015,4134.53
Publishing,USD,26/11/2016,8377.0
Art,USD,06/08/2013,5804.0
Theater,USD,05/04/2012,503.0
Film & Video,USD,10/06/2012,18295.0
Games,USD,31/05/2014,48466.84
Music,USD,12/07/2010,3412.0
Film & Video,GBP,12/08/2017,9694.49
Art,USD,18/05/2016,14925.0
Film & Video,USD,03/08/2015,6005.0
Music,USD,11/01/2012,23968.5
Publishing,EUR,14/05/2017,28367.97
Games,AUD,01/09/2015,4222.36
Technology,USD,25/03/2013,2344134.67
Music,GBP,14/10/2017,748.98
Comics,USD,20/03/2013,75770.03
Publishing,USD,10/11/2011,665.0
Food,USD,27/10/2013,10076.0
Design,GBP,10/11/2017,27753.6
Photography,USD,18/10/2016,6095.0
Theater,USD,23/12/2014,8670.0
Art,AUD,30/11/2015,11061.03
Fashion,USD,03/06/2016,154788.0
Film & Video,USD,14/11/2011,2330.0
Theater,USD,30/03/2013,505.0
Music,USD,25/08/2017,4110.0
Film & Video,USD,05/03/2017,24770.0
Technology,USD,17/04/2016,158455.0
Games,USD,01/11/2012,42660.66
Film & Video,USD,10/02/2016,2124.0
Fashion,USD,17/09/2016,69167.0
Design,USD,05/03/2016,6121.0
Art,USD,09/04/2012,3855.0
Design,USD,29/06/2013,56523.0
Film & Video,USD,18/12/2011,1140.0
Film & Video,USD,17/08/2012,930.0
Publishing,USD,14/12/2016,826.0
Dance,USD,14/12/2013,10287.0
Music,USD,13/04/2015,817.0
Film & Video,USD,10/09/2011,26100.0
Technology,EUR,29/06/2016,17912.86
Games,USD,06/10/2011,6969.04
Film & Video,USD,18/09/2014,1204.0
Film & Video,USD,11/01/2014,4652.0
Publishing,USD,01/06/2012,5675.0
Publishing,USD,20/11/2014,6249.11
Art,USD,01/07/2016,3100.0
Music,USD,04/03/2016,1075.0
Film & Video,MXN,09/12/2017,1304.64
Art,USD,16/05/2015,2780.0
Comics,CAD,04/03/2017,17277.1
Food,USD,17/10/2012,9838.0
Music,USD,30/04/2013,4525.0
Music,USD,23/02/2012,7731.33
Comics,GBP,29/09/2015,4475.82
Technology,USD,27/08/2015,20848.0
Design,USD,11/12/2014,5145.0
Publishing,USD,23/07/2015,36192.0
Music,USD,20/10/2012,3493.0
Film & Video,GBP,14/03/2015,1292.22
Publishing,USD,17/04/2014,13824.33
Games,USD,24/03/2016,874.0
Comics,USD,18/09/2013,41376.14
Design,USD,28/06/2016,5782.0
Music,USD,26/03/2013,4660.0
Art,USD,08/08/2017,642.0
Games,USD,07/08/2013,10452.0
Film & Video,USD,12/08/2013,4680.69
Games,USD,01/02/2017,23993.17
Technology,CAD,27/07/2015,27045.14
Food,USD,12/07/2014,3712.0
Theater,GBP,14/12/2015,4880.7
Art,USD,14/02/2017,780.62
Theater,USD,01/10/2011,2025.0
Crafts,CAD,06/12/2015,13792.81
Publishing,USD,04/11/2014,12083.0
Games,USD,28/04/2017,5628.0
Film & Video,USD,07/03/2013,8035.0
Design,EUR,17/04/2016,36090.15
Games,CAD,04/11/2016,177.92
Dance,USD,06/06/2014,3858.13
Music,USD,19/05/2015,10125.0
Art,USD,12/04/2017,1136.0
Comics,USD,02/05/2014,3856.0
Publishing,USD,10/03/2012,2665.0
Food,USD,01/06/2013,6475.0
Publishing,GBP,26/02/2017,4198.83
Music,USD,03/08/2012,510.0
Art,USD,05/08/2012,1520.0
Music,USD,20/06/2016,5089.0
Publishing,GBP,11/02/2014,9756.22
Theater,USD,30/01/2012,2666.0
Music,USD,20/10/2013,14546.0
Publishing,USD,23/08/2012,19796.0
Art,USD,07/05/2015,641.0
Music,USD,22/05/2012,1230.0
Theater,USD,02/08/2014,3485.0
Music,USD,02/08/2012,7798.0
Publishing,GBP,11/08/2017,4008.0
Film & Video,USD,18/11/2014,1665.0
Art,USD,10/10/2010,5036.0
Art,USD,13/06/2012,774.0
Film & Video,USD,12/10/2011,562.0
Publishing,USD,12/12/2015,850.0
Games,USD,14/05/2015,333661.99
Fashion,EUR,01/01/2016,2282.97
Music,USD,17/10/2011,5303.0
Design,GBP,28/02/2013,3417.27
Technology,USD,16/01/2015,1304.0
Music,USD,01/02/2014,5700.0
Crafts,GBP,19/09/2016,988.61
Film & Video,USD,16/01/2012,5625.01
Music,USD,01/12/2017,15548.0
Design,CAD,30/06/2017,13146.8
Design,USD,09/02/2017,4915.0
Games,USD,15/07/2016,32527.0
Technology,USD,20/05/2017,35029.0
Music,USD,20/12/2011,5566.31
Film & Video,USD,02/05/2017,39558.0
Theater,USD,23/11/2012,7140.0
Music,USD,09/08/2012,1125.0
Art,USD,19/11/2012,4590.5
Theater,GBP,31/05/2015,1402.81
Theater,USD,29/06/2011,1050.0
Design,USD,12/09/2016,90235.0
Design,EUR,15/03/2017,4490.21
Music,USD,07/10/2013,13906.98
Photography,USD,03/04/2012,1655.0
Film & Video,USD,04/05/2015,22102.0
Comics,USD,06/06/2012,29403.0
Film & Video,USD,11/11/2015,46375.0
Music,GBP,03/10/2017,1329.76
Film & Video,USD,01/03/2011,3146.0
Music,USD,29/05/2012,5020.0
Games,USD,23/03/2015,3160.0
Publishing,USD,15/04/2012,6032.0
Publishing,USD,05/01/2012,1615.0
Technology,USD,20/08/2015,106084.5
Journalism,USD,05/08/2012,2022.0
Design,USD,27/04/2013,4010.61
Music,USD,18/03/2016,288.37
Music,USD,23/02/2017,10393.0
Food,USD,06/11/2017,12000.0
Photography,USD,12/10/2012,3301.0
Music,USD,23/03/2013,2910.0
Publishing,USD,01/08/2015,5230.0
Publishing,USD,24/09/2016,2851.0
Design,USD,09/09/2014,34617.0
Film & Video,USD,21/10/2017,57045.0
Art,USD,26/11/2013,2546.0
Design,AUD,05/11/2016,52881.59
Comics,CAD,25/07/2017,7614.61
Film & Video,GBP,16/05/2016,2345.54
Music,USD,04/01/2013,19336.0
Music,USD,16/08/2014,3645.0
Film & Video,USD,10/10/2012,51173.0
Music,USD,12/10/2012,15591.0
Photography,USD,12/05/2013,7806.0
Publishing,USD,06/12/2016,4122.12
Film & Video,USD,22/09/2013,6775.0
Food,USD,18/06/2016,21014.0
Technology,CAD,29/02/2016,440.52
Music,USD,04/03/2014,806.0
Games,USD,18/05/2017,11212.0
Fashion,USD,18/03/2015,5031.0
Theater,USD,30/09/2011,2450.0
Food,USD,05/01/2017,2335.0
Theater,SEK,29/02/2016,2476.17
Dance,GBP,02/03/2013,150.29
Games,USD,04/07/2014,12071.0
Art,USD,18/06/2011,4157.0
Theater,USD,30/04/2016,5516.0
Art,USD,08/05/2011,2689.0
Film & Video,USD,01/07/2013,1365.0
Music,USD,30/07/2012,5678.0
Film & Video,USD,11/07/2015,30121.0
Film & Video,USD,02/08/2012,2533.88
Theater,USD,02/10/2017,1002.0
Food,USD,04/03/2013,7717.0
Games,USD,21/12/2013,5287.0
Games,AUD,01/11/2014,30371.33
Theater,USD,02/06/2017,5415.0
Publishing,USD,20/12/2012,150.0
Publishing,USD,11/12/2011,323.0
Design,USD,14/09/2016,40293.0
Music,USD,21/02/2016,660.0
Fashion,USD,02/05/2017,102843.0
Film & Video,EUR,06/04/2016,5861.03
Music,USD,26/02/2013,7290.11
Music,USD,18/04/2016,790.0
Music,USD,02/10/2013,10590.11
Technology,CAD,24/06/2016,23549.59
Publishing,EUR,20/05/2015,3446.87
Music,USD,26/02/2012,3667.91
Design,USD,10/12/2016,1790.0
Music,USD,19/11/2012,5250.0
Publishing,USD,13/01/2016,1415.0
Technology,GBP,07/08/2015,7977.22
Technology,USD,30/03/2014,22403.0
Photography,GBP,11/10/2014,51407.72
Comics,USD,08/04/2016,1519.0
Music,USD,15/08/2011,2130.0
Comics,USD,11/02/2017,3535.0
Art,USD,17/03/2013,6579.0
Art,USD,16/02/2014,21453.0
Comics,CAD,15/02/2015,68688.42
Comics,USD,02/08/2012,56446.79
Art,USD,22/12/2015,998.5
Comics,USD,05/12/2015,521.0
Comics,USD,18/04/2014,2355.0
Food,USD,06/10/2011,635.17
Games,USD,01/11/2013,53536.21
Technology,USD,26/08/2015,229819.91
Film & Video,USD,17/08/2010,3342.0
Music,AUD,26/03/2014,619.28
Publishing,USD,03/12/2012,5626.0
Art,USD,11/03/2011,5111.9
Publishing,USD,04/10/2017,576.0
Film & Video,USD,01/03/2013,2265.0
Games,GBP,14/12/2014,9465.46
Design,USD,26/07/2012,13098.26
Art,USD,13/07/2011,6852.0
Music,USD,13/09/2012,4467.0
Photography,USD,09/11/2016,815.0
Games,USD,07/05/2013,4320.0
Theater,USD,11/06/2012,6250.0
Technology,AUD,15/11/2017,19720.82
